Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
2015:Q1,Next40,24114023,29809775,9333674,2011396,2583108,6479872,3286970,1333434,4781320,5695751,4436933,1125193,133625
2015:Q1,Bottom50,862794,5385914,2583121,1133028,153681,240642,366658,121675,787109,4523120,2453468,1851860,217792
2015:Q2,TopPt1,10669815,10757469,839649,459070,4772836,59826,161003,2494278,1970806,87654,41445,15864,30345
2015:Q2,RemainingTop1,15275728,15854604,2518608,342360,5541499,756785,885498,2511680,3298174,578876,394268,61546,123062
2015:Q2,Next9,33153948,35650763,6940007,941357,7308684,7559913,3681922,3097833,6121046,2496815,1992395,266426,237994
2015:Q2,Next40,24230167,30016231,9512485,2045519,2573468,6497750,3255083,1362545,4769381,5786064,4482756,1161879,141429
2015:Q2,Bottom50,889617,5415096,2605798,1146780,151429,237786,362583,123223,787497,4525480,2431269,1872038,222173
2015:Q3,TopPt1,10400989,10490743,854798,454140,4352565,64544,163447,2545708,2055540,89754,43064,16596,30094
2015:Q3,RemainingTop1,15031790,15623529,2564835,343659,5138076,723156,848995,2593942,3410866,591738,402696,65759,123283
2015:Q3,Next9,32779819,35280171,7025046,951931,6696479,7641383,3558326,3107108,6299899,2500351,1994416,274108,231827
2015:Q3,Next40,24141902,30013718,9752479,2065320,2391820,6501485,3079430,1377753,4845431,5871816,4531439,1198465,141912
2015:Q3,Bottom50,894486,5428967,2657329,1148646,130497,234268,341766,124673,791788,4534481,2409657,1908176,216648
2015:Q4,TopPt1,10606130,10696799,863463,455820,4549182,69044,171456,2559610,2028225,90669,45097,15552,30020
2015:Q4,RemainingTop1,15333443,15937021,2606013,343695,5374419,692837,861657,2650941,3407459,603578,408678,67355,127545
2015:Q4,Next9,33325644,35825587,7096102,955712,6947493,7752754,3692106,3078878,6302542,2499943,2007830,262905,229208
2015:Q4,Next40,24506124,30421064,9945746,2084267,2451486,6527660,3137513,1380459,4893933,5914941,4590260,1176235,148446
2015:Q4,Bottom50,983864,5466580,2668981,1151131,135899,231773,348034,125996,804766,4482716,2389333,1878176,215207
2016:Q1,TopPt1,10754836,10846501,875814,472723,4623903,73622,178741,2537698,2084000,91665,46334,15281,30050
2016:Q1,RemainingTop1,15540082,16158440,2655296,341820,5483429,661369,864913,2683049,3468565,618358,417855,69779,130724
2016:Q1,Next9,33797520,36279669,7201547,950552,7028500,7856109,3767929,3015093,6459939,2482149,1995457,259308,227384
2016:Q1,Next40,24781974,30732565,10084329,2111379,2463863,6547434,3151666,1371066,5002828,5950591,4618174,1179157,153260
2016:Q1,Bottom50,1013660,5466431,2644405,1160769,136176,228973,349523,127143,819442,4452771,2352573,1888699,211499
2016:Q2,TopPt1,11045261,11139166,897286,500344,4772232,79450,185729,2622481,2081644,93905,47786,15756,30363
2016:Q2,RemainingTop1,15884221,16520813,2737056,338351,5669028,643533,870255,2785346,3477244,636592,428559,73986,134047
2016:Q2,Next9,34428330,36919652,7415255,937396,7213138,7935758,3868171,3061241,6488693,2491323,1994484,266706,230133
2016:Q2,Next40,25093355,31135861,10314977,2141658,2505661,6584279,3178099,1398083,5013104,6042506,4670211,1211898,160397
2016:Q2,Bottom50,1014084,5472927,2631441,1173975,139573,226432,352022,128742,820742,4458843,2339591,1908476,210776
2016:Q3,TopPt1,11250007,11346607,910580,484522,4930686,85263,193993,2681162,2060401,96599,49610,16441,30548
2016:Q3,RemainingTop1,16191857,16844619,2772928,341187,5865110,626083,883808,2869886,3485616,652761,437102,77973,137686
2016:Q3,Next9,34916681,37427528,7464024,955814,7412634,8019885,4004203,3081543,6489425,2510848,2004030,274236,232582
2016:Q3,Next40,25504736,31652319,10594404,2157611,2551950,6624388,3242504,1416436,5065026,6147583,4731965,1247538,168080
2016:Q3,Bottom50,1139520,5622939,2760698,1172057,143406,224027,359165,130249,833337,4483419,2328450,1945431,209538
2016:Q4,TopPt1,11206004,11304518,927616,471992,4938061,82060,188049,2690156,2006584,98514,49393,17063,32058
2016:Q4,RemainingTop1,16288011,16942705,2814438,340454,5989888,632224,873947,2841768,3449986,654695,444661,76474,133560
2016:Q4,Next9,35174236,37695327,7581204,977427,7504618,8056274,4029909,3101903,6443991,2521091,2028944,278923,213224
2016:Q4,Next40,25789345,31988456,10818138,2167476,2561246,6665962,3251333,1411771,5112529,6199111,4754738,1276575,167798
2016:Q4,Bottom50,1144508,5655579,2761479,1179379,141337,226259,366097,134934,846094,4511071,2318305,1987400,205366
2017:Q1,TopPt1,11493558,11594107,946724,471534,5197710,78691,184055,2701959,2013434,100548,49347,16537,34664
2017:Q1,RemainingTop1,16730304,17386154,2862452,338492,6382731,640588,889004,2815090,3457798,655850,450622,72547,132681
2017:Q1,Next9,36112773,38647558,7726661,994044,7952004,8111369,4209593,3125399,6528488,2534785,2057592,268834,208359
2017:Q1,Next40,26369984,32588940,10998105,2186955,2668494,6721827,3379976,1408022,5225560,6218955,4778562,1263600,176793
2017:Q1,Bottom50,1220636,5747828,2784877,1194176,149820,229155,386392,139686,863722,4527192,2305286,2008901,213005
2017:Q2,TopPt1,11761470,11864810,969248,461767,5317053,75347,178818,2873280,1989297,103340,49378,16892,37070
2017:Q2,RemainingTop1,17096595,17760314,2911864,336958,6631645,648354,893760,2893140,3444593,663719,456972,70486,136261
2017:Q2,Next9,36876773,39442423,7880920,1011701,8205882,8161703,4335520,3311105,6535592,2565651,2089928,270256,205467
2017:Q2,Next40,26763737,33049256,11203698,2194798,2720750,6774051,3462940,1457700,5235319,6285519,4810313,1282994,192212
2017:Q2,Bottom50,1302182,5868037,2873403,1200846,152421,231886,401593,145292,862596,4565855,2300151,2042103,223601
2017:Q3,TopPt1,11905338,12011406,988916,447518,5455640,71992,174070,2914440,1958830,106068,49408,17247,39413
2017:Q3,RemainingTop1,17403215,18070119,2960214,335707,6903876,656089,902567,2884044,3427622,666904,464222,68128,134554
2017:Q3,Next9,37550742,40140912,8013666,1030584,8489159,8211965,4481515,3364936,6549087,2590170,2123816,270729,195625
2017:Q3,Next40,27217788,33565990,11443074,2198105,2780055,6826222,3566971,1463395,5288168,6348202,4848156,1301916,198130
2017:Q3,Bottom50,1358656,5979356,2940006,1204239,155827,234616,419521,150325,874822,4620700,2302542,2091181,226977
2017:Q4,TopPt1,12238532,12347938,1002858,433632,5731889,68610,169440,2983075,1958435,109407,49357,17918,42132
2017:Q4,RemainingTop1,17914525,18589505,2995419,336185,7323274,664039,914394,2891977,3464217,674979,471590,66501,136888
2017:Q4,Next9,38485522,41112932,8111532,1060921,8966990,8264173,4648268,3446841,6614207,2627410,2154502,275779,197129
2017:Q4,Next40,27750891,34179262,11641527,2219078,2891327,6879886,3688166,1478001,5381277,6428371,4881592,1332915,213864
2017:Q4,Bottom50,1419308,6099476,2995199,1217821,165099,237418,439530,155543,888867,4680168,2301932,2137639,240597
2018:Q1,TopPt1,12236698,12348215,1027459,430780,5654605,65294,160985,3025827,1983265,111517,49354,17375,44788
2018:Q1,RemainingTop1,18051868,18730362,3064428,335075,7375269,670788,893741,2882346,3508715,678494,476330,62481,139683
2018:Q1,Next9,38901441,41541981,8311433,1083497,8953537,8306503,4646737,3502714,6737560,2640541,2181835,265124,193582
2018:Q1,Next40,28175538,34621997,11914146,2244054,2867830,6926018,3655743,1483861,5530345,6446459,4901213,1318238,227008
2018:Q1,Bottom50,1510012,6200426,3051937,1235474,159279,239873,441509,160706,911648,4690414,2284033,2156665,249716
2018:Q2,TopPt1,12365201,12478946,1042777,423638,5707076,61918,154289,3102526,1986722,113746,49570,17568,46608
2018:Q2,RemainingTop1,18303659,18988036,3103251,334309,7566059,678302,888984,2893573,3523558,684377,481631,59939,142807
2018:Q2,Next9,39491850,42156816,8434728,1107557,9123458,8355306,4729785,3593148,6812835,2664966,2218795,264268,181903
2018:Q2,Next40,28453956,34963361,12051884,2265155,2893561,6977115,3700749,1500620,5574276,6509404,4938900,1331324,239180
2018:Q2,Bottom50,1590944,6312400,3129554,1250241,158961,242561,452747,166077,912258,4721456,2282248,2185096,254112
2018:Q3,TopPt1,12647231,12764238,1053762,415003,5948716,58472,149521,3149959,1988804,117007,49790,18098,49119
2018:Q3,RemainingTop1,18741668,19429472,3135703,333095,7957385,686775,896981,2885305,3534229,687804,487815,57720,142269
2018:Q3,Next9,40344821,43040268,8532344,1128736,9559306,8412179,4867420,3654084,6886199,2695447,2257375,266362,171710
2018:Q3,Next40,28860872,35444672,12218917,2279784,2990280,7034394,3807705,1507594,5605998,6583800,4982557,1355325,245918
2018:Q3,Bottom50,1623363,6405285,3178180,1261100,166752,245535,471931,171379,910408,4781922,2287550,2237074,257298
2018:Q4,TopPt1,11655812,11774776,1056868,397772,4937122,55305,133149,3147970,2046590,118964,49802,18729,50433
2018:Q4,RemainingTop1,17793050,18487982,3147344,334214,7039110,690678,810080,2845282,3621275,694932,493853,55764,145315
2018:Q4,Next9,38962432,41673129,8559287,1162988,8247623,8430917,4527428,3665092,7079795,2710697,2287144,270374,153179
2018:Q4,Next40,28430228,35082450,12384929,2301829,2615096,7062598,3457183,1498400,5762415,6652223,5011804,1383515,256904
2018:Q4,Bottom50,1603146,6420764,3238093,1274803,120641,247169,435945,176522,927591,4817617,2281421,2278660,257536
2019:Q1,TopPt1,12733085,12854502,1074193,416672,5835380,51577,131645,3229699,2115336,121417,49626,18122,53669
2019:Q1,RemainingTop1,19110101,19801665,3219788,329753,8125071,703353,855167,2857088,3711444,691563,499677,51792,140094
2019:Q1,Next9,41320978,44026893,8783985,1169111,9605239,8522937,4882558,3760968,7302096,2705915,2308781,259709,137425
2019:Q1,Next40,29585601,36235383,12591848,2332904,2958909,7146763,3748739,1516074,5940146,6649782,5027564,1368578,253640
2019:Q1,Bottom50,1708044,6522501,3209581,1299492,156538,251388,476782,182091,946629,4814457,2264623,2296280,253554
2019:Q2,TopPt1,13033095,13156870,1086549,414944,5990018,48152,125061,3376915,2115231,123775,49404,18357,56014
2019:Q2,RemainingTop1,19522373,20223405,3263970,327289,8433384,716953,860698,2908255,3712856,701032,509528,49615,141889
2019:Q2,Next9,42188758,44917391,8920282,1184264,9925397,8540394,5043975,3923075,7380004,2728633,2336430,261277,130926
2019:Q2,Next40,30015231,36736855,12723655,2348198,3021995,7266844,3851556,1554309,5970299,6721625,5066229,1389135,266261
2019:Q2,Bottom50,1752584,6623253,3265176,1311902,160510,261165,494741,187967,941792,4870669,2275412,2333736,261521
2019:Q3,TopPt1,12954037,13081186,1087955,385837,5885211,44722,116367,3422059,2139036,127149,49393,18738,59018
2019:Q3,RemainingTop1,19571007,20276087,3255097,329806,8474613,730047,849175,2895257,3742091,705079,517437,47253,140389
2019:Q3,Next9,42446479,45197417,8921521,1225423,9886480,8552257,5120125,3981952,7509659,2750938,2368401,262330,120207
2019:Q3,Next40,30278248,37064849,12847504,2363673,2988323,7383864,3872384,1559590,6049512,6786601,5105931,1410213,270457
2019:Q3,Bottom50,1888141,6819072,3431727,1319983,153170,270856,502877,193483,946976,4930931,2282416,2385624,262891
2019:Q4,TopPt1,13615110,13746247,1111930,383319,6419762,64422,125035,3421953,2219827,131137,50090,21167,59880
2019:Q4,RemainingTop1,20086527,20795854,3255755,330486,8874157,749160,912172,2922769,3751354,709327,505202,52355,151770
2019:Q4,Next9,43473229,46258073,9003800,1245162,10653384,8463597,5278090,3979412,7634628,2784844,2382233,282537,120074
2019:Q4,Next40,31349194,38207655,13080540,2385126,3234996,7594706,4074412,1591254,6246621,6858462,5153263,1438276,266923
2019:Q4,Bottom50,1976705,6939239,3435486,1327251,187162,290790,522987,190939,984624,4962534,2297095,2397857,267582
2020:Q1,TopPt1,12172334,12305252,1146500,383107,4686328,84987,116646,3457487,2430197,132917,50701,21943,60273
2020:Q1,RemainingTop1,18183753,18901793,3283362,330220,6900208,756773,826974,2972140,3832116,718040,492165,54922,170953
2020:Q1,Next9,40867328,43669631,9206431,1259442,8240816,8276786,4683205,4012708,7990243,2802303,2390991,283475,127837
2020:Q1,Next40,30984816,37862179,13385006,2401641,2623296,7732935,3560010,1634285,6525006,6877364,5190190,1409899,277275
2020:Q1,Bottom50,1978609,6940527,3512489,1332118,122829,307452,456114,188518,1021007,4961918,2301956,2377600,282362
2020:Q2,TopPt1,13635793,13771643,1180535,379377,5940339,105127,130312,3475997,2559956,135850,51600,22888,61362
2020:Q2,RemainingTop1,19642770,20354930,3306545,328396,8078414,772506,944199,3011022,3913848,712160,477623,57803,176734
2020:Q2,Next9,43439218,46251576,9416479,1264032,10023890,8157030,5163097,4028630,8198418,2812357,2408067,287103,117187
2020:Q2,Next40,32905977,39791787,13755372,2398508,3143242,7923050,4033009,1671883,6866723,6885810,5236002,1387325,262483
2020:Q2,Bottom50,2297033,7226296,3602928,1325292,186527,326540,508247,186031,1090732,4929263,2310065,2342273,276925
2020:Q3,TopPt1,14482067,14623004,1220904,393900,6602423,125532,138005,3596967,2545273,140937,53029,24911,62997
2020:Q3,RemainingTop1,20347707,21059420,3341099,332031,8635430,786147,1009812,3113009,3841892,711713,463518,62134,186061
2020:Q3,Next9,44774540,47658659,9661819,1302404,10974366,8018178,5383104,4147660,8171129,2884119,2447027,301805,135287
2020:Q3,Next40,34107961,41091829,14101941,2472443,3437660,8100297,4257931,1742518,6979039,6983868,5319096,1400575,264197
2020:Q3,Bottom50,2476763,7471359,3702433,1365137,224563,345094,530164,183831,1120137,4994596,2347978,2353282,293336
2020:Q4,TopPt1,16069898,16216768,1269864,406272,7882696,145456,151072,3693393,2668015,146870,54920,27390,64560
2020:Q4,RemainingTop1,21874397,22586088,3391720,335295,9841598,807679,1108377,3199876,3901542,711691,444203,66781,200707
2020:Q4,Next9,47443544,50418948,9963359,1337682,12794039,7945387,5731429,4241570,8405482,2975404,2493371,319617,162416
2020:Q4,Next40,36009729,43104254,14540523,2538661,3968079,8327660,4637035,1805379,7286917,7094525,5396779,1420185,277561
2020:Q4,Bottom50,2760918,7800577,3818756,1400275,289248,365955,572196,181499,1172648,5039659,2368817,2350880,319962
2021:Q1,TopPt1,17000456,17152277,1332939,428985,8566943,165952,159429,3786470,2711559,151821,56608,28806,66407
2021:Q1,RemainingTop1,22685974,23394384,3486295,335796,10426507,823126,1155889,3284680,3882090,708409,425816,69811,212782
2021:Q1,Next9,48899765,51939572,10408600,1357689,13777002,7819420,5796853,4331743,8448264,3039806,2533315,325625,180866
2021:Q1,Next40,37513271,44670991,15120464,2596539,4271886,8516957,4769327,1867265,7528553,7157720,5467041,1407117,283562
2021:Q1,Bottom50,3003025,8063051,3923010,1432371,327876,385146,585218,179112,1230318,5060026,2386018,2335860,338148
2021:Q2,TopPt1,18201444,18361944,1432718,471273,9348170,186413,169019,4023884,2730466,160500,59824,33200,67476
2021:Q2,RemainingTop1,23767547,24480755,3661352,343029,11113676,840533,1226821,3457845,3837499,713208,413618,78207,221383
2021:Q2,Next9,50984624,54185671,11132541,1416821,14895685,7708991,6017827,4566279,8447527,3201047,2647087,368175,185785
2021:Q2,Next40,39299596,46760642,16111167,2741414,4612667,8718921,5017700,1975695,7583078,7461046,5679529,1499713,281804
2021:Q2,Bottom50,3174815,8455756,4132046,1516891,370585,404950,611134,176850,1243300,5280941,2528636,2405890,346415
2021:Q3,TopPt1,18733239,18898035,1513647,497711,9439559,207342,171835,4276133,2791809,164796,61070,35269,68457
2021:Q3,RemainingTop1,24069529,24791877,3780515,348665,11087983,853900,1242972,3639529,3838313,722348,405417,83370,233561
2021:Q3,Next9,51822997,55092414,11673675,1464546,15047527,7562289,5983234,4814683,8546460,3269417,2691074,386890,191453
2021:Q3,Next40,40560945,48162843,16924969,2846441,4690800,8895853,5009053,2088772,7706956,7601899,5793238,1524538,284123
2021:Q3,Bottom50,3322378,8715965,4288762,1576255,382844,423693,605373,174391,1264647,5393586,2606297,2430119,357170
2021:Q4,TopPt1,19445817,19615155,1558190,522087,9845955,227923,182282,4425838,2852879,169337,62527,37828,68982
2021:Q4,RemainingTop1,24568626,25306741,3801312,355490,11390685,872930,1306120,3758534,3821670,738115,396109,89379,252627
2021:Q4,Next9,52897486,56244002,11915030,1517972,15640025,7463251,6126431,4959773,8621520,3346516,2741202,411100,194214
2021:Q4,Next40,41715398,49482687,17245912,2957110,4888470,9108646,5217172,2169047,7896330,7767289,5914068,1561801,291420
2021:Q4,Bottom50,3473572,8977919,4383247,1638448,408726,444071,627878,171773,1303775,5504347,2687313,2448422,368612
2022:Q1,TopPt1,19462378,19634061,1716877,555016,9413885,251545,182213,4553763,2960761,171683,63027,38803,69853
2022:Q1,RemainingTop1,24374071,25126641,4103352,362069,10828791,860401,1273370,3864230,3834428,752570,394079,93688,264803
2022:Q1,Next9,53068487,56453108,13052931,1569937,15053925,7087264,5795119,5082538,8811393,3384620,2769337,422221,193062
2022:Q1,Next40,43435187,51317296,19051348,3077671,4763339,9124835,4978111,2242412,8079580,7882109,6026883,1565620,289606
2022:Q1,Bottom50,3659808,9273018,4617825,1707575,397461,455897,596210,169100,1328950,5613209,2783052,2456649,373508
2022:Q2,TopPt1,18077751,18254134,1824406,558118,7660478,274202,174412,4761663,3000856,176384,64844,41914,69626
2022:Q2,RemainingTop1,22615593,23373545,4247225,366720,8897996,836732,1177366,4018189,3829317,757953,382256,100286,275411
2022:Q2,Next9,50543554,53995738,13727172,1608850,12589703,6751230,5187090,5284268,8847424,3452183,2828430,450884,172869
2022:Q2,Next40,43308781,51357620,20139306,3136094,4114039,9053236,4461765,2341269,8111912,8048840,6155381,1615424,278035
2022:Q2,Bottom50,3719282,9434380,4885711,1736789,327598,458603,529705,166299,1329675,5715098,2864820,2485636,364642
2022:Q3,TopPt1,17717293,17899795,1776120,570064,7252974,296124,176083,4737032,3091399,182502,67176,45070,70256
2022:Q3,RemainingTop1,21938107,22693852,4069196,371115,8366318,821411,1156061,4031518,3878233,755745,363368,105984,286393
2022:Q3,Next9,49107160,52642449,13327357,1646628,12019689,6487903,4924432,5254158,8982282,3535290,2891891,475059,168340
2022:Q3,Next40,42396759,50588571,19524852,3205325,3983459,9033374,4293587,2366076,8181897,8191811,6264826,1653103,273882
2022:Q3,Bottom50,3588083,9376837,4824070,1773521,316625,463567,506459,163696,1328899,5788754,2911414,2510190,367150
2022:Q4,TopPt1,18099509,18283855,1744912,579396,7644518,298429,181309,4604242,3231050,184346,68584,46856,68906
2022:Q4,RemainingTop1,22351008,23107485,3989168,373147,8775782,807466,1196989,3953756,4011176,756476,359979,108358,288139
2022:Q4,Next9,49556808,53128852,13055467,1657292,12583190,6363825,5102419,5123387,9243272,3572044,2939041,491716,141287
2022:Q4,Next40,42187533,50479338,19088879,3234461,4143392,8956465,4472256,2325573,8258312,8291805,6329543,1699653,262609
2022:Q4,Bottom50,3473569,9315506,4716414,1791166,333933,460402,528923,164214,1320453,5841937,2945584,2547662,348691
2023:Q1,TopPt1,18719609,18906652,1743544,584865,8192051,298913,185209,4491074,3410996,187043,70259,47400,69384
2023:Q1,RemainingTop1,23069883,23808233,3980893,377409,9347141,815024,1243005,3888763,4155999,738350,350566,108130,279654
2023:Q1,Next9,50810762,54418690,13031195,1679425,13368689,6427785,5354038,5012538,9545020,3607929,2982482,491277,134170
2023:Q1,Next40,42697095,51011564,19047804,3275356,4365427,9016217,4679666,2291991,8335103,8314469,6365280,1697266,251923
2023:Q1,Bottom50,3578848,9399739,4738086,1814697,358142,463230,553180,164840,1307565,5820891,2936119,2542650,342122
2023:Q2,TopPt1,19461623,19651230,1822569,596662,8705267,298499,189133,4583667,3455434,189608,71325,48633,69650
2023:Q2,RemainingTop1,23954480,24688945,4188610,380123,9879682,822748,1285537,3946209,4186036,734465,347145,109760,277560
2023:Q2,Next9,52596693,56253068,13672587,1694458,14098872,6494868,5578202,5105234,9608846,3656375,3016682,502610,137083
2023:Q2,Next40,44369886,52756137,20279782,3314705,4569620,9067812,4873274,2322595,8328348,8386251,6408465,1726110,251676
2023:Q2,Bottom50,3669490,9525014,4796692,1838663,380849,465536,576171,164946,1302157,5855524,2957085,2554596,343843
2023:Q3,TopPt1,19100587,19292454,1840153,594343,8329528,299593,179588,4581427,3467822,191867,72427,49405,70035
2023:Q3,RemainingTop1,23591823,24325712,4231659,380939,9490113,810250,1264340,3944301,4204109,733889,344349,110974,278566
2023:Q3,Next9,52100664,55812897,13803108,1698939,13564929,6385514,5658146,5102748,9599513,3712233,3054627,510580,147026
2023:Q3,Next40,44245652,52706319,20572436,3318226,4420541,8988754,4798125,2321475,8286762,8460667,6459997,1743459,257211
2023:Q3,Bottom50,3617607,9508024,4822104,1840334,364223,462076,560859,164868,1293560,5890417,2990842,2548581,350994
2023:Q4,TopPt1,19917030,20111119,1828192,606355,9146367,296996,196376,4404435,3632398,194089,73433,50583,70073
2023:Q4,RemainingTop1,24536111,25269541,4209403,380186,10335833,837844,1339239,3837111,4329926,733430,341340,112449,279641
2023:Q4,Next9,53645460,57400897,13739174,1695357,14723295,6627299,5804166,4926787,9884819,3755437,3087641,521341,146455
2023:Q4,Next40,44891749,53424363,20353594,3329807,4743082,9161407,5113996,2264893,8457585,8532615,6502757,1772286,257572
2023:Q4,Bottom50,3644154,9575938,4775408,1848734,400373,469599,606676,165044,1310104,5931784,3013958,2567038,350788
2024:Q1,TopPt1,20764482,20960015,1892454,617812,9959328,297742,203585,4333866,3655228,195533,74354,50265,70914
2024:Q1,RemainingTop1,25621092,26354018,4378782,383156,11177636,842953,1402734,3797773,4370983,732926,336547,111290,285089
2024:Q1,Next9,55651919,59439654,14263090,1710805,15876359,6669735,6109044,4858221,9952399,3787735,3111403,513971,162361
2024:Q1,Next40,46641438,55188369,21347327,3369086,5064220,9206168,5401749,2244824,8554995,8546931,6523872,1753855,269204
2024:Q1,Bottom50,3810665,9742647,4821757,1872306,436351,471779,641676,165607,1333171,5931982,3006080,2561978,363924
2024:Q2,TopPt1,21058027,21255408,1954855,622204,10121680,298343,205283,4358264,3694779,197381,75184,50831,71366
2024:Q2,RemainingTop1,26019097,26752071,4541648,385097,11346833,844948,1420896,3815098,4397552,732974,335536,112181,285257
2024:Q2,Next9,56552700,60382228,14763613,1720733,16108826,6685716,6206270,4883672,10013398,3829529,3140883,519505,169141
2024:Q2,Next40,47777195,56386228,22341482,3390115,5129769,9226875,5484346,2254491,8559150,8609034,6568676,1767750,272608
2024:Q2,Bottom50,3850902,9818412,4871170,1884601,443530,472829,651334,165952,1328996,5967511,3031659,2566569,369283
2024:Q3,TopPt1,22133325,22331780,1946967,627345,11011499,298375,211528,4385246,3850820,198455,75885,51181,71389
2024:Q3,RemainingTop1,27104869,27837372,4519966,387217,12263734,850267,1474581,3833278,4508329,732503,335637,112528,284338
2024:Q3,Next9,58326810,62187436,14698554,1731921,17361822,6731308,6461149,4911358,10291324,3860626,3168216,522574,169836
2024:Q3,Next40,48420776,57088811,22198645,3414168,5475405,9265709,5730398,2264464,8740023,8668036,6614125,1781275,272636
2024:Q3,Bottom50,3894407,9925073,4871403,1898799,482933,474620,681364,166192,1349763,6030666,3062986,2597460,370220
